제기동한신아파트,127.037019,37.586566
홍파초교,127.038407,37.586606
영휘원,127.043094,37.586743
고대앞사거리,127.032817,37.586437
휘경2동주민센터,127.068846,37.589649
고대앞삼거리,127.036440,37.589661
세종대왕기념관,127.042503,37.591392
회기역앞,127.055955,37.590048
회기역(2번출구),127.058810,37.589123
고려대역교차로,127.036377,37.591256
경희대학교앞,127.052309,37.591586
이경시장삼거리,127.068566,37.593765
국방연구원,127.039289,37.591270
외대앞역앞교차로,127.064594,37.594618
중랑교(중랑로터리),127.067221,37.591584
외국어대,127.060262,37.596474
외대앞역,127.064594,37.594618
이경지구대,127.067875,37.597136
월곡역입구,127.040451,37.600304
이문동삼거리,127.062075,37.602998
이문고가차도(북측),127.067171,37.604856
신이문역,127.067435,37.604426
이문대림아파트,127.067047,37.605105
석관중학교,127.065978,37.607219
신이문역앞,127.067632,37.599252
면목교,127.079718,37.576515
장안교사거리,127.079692,37.581415
KT중랑지점,127.080119,37.591326
면목2동사거리,127.079913,37.586648
SG타워아파트,127.080203,37.593096
서울시체육회,127.072742,37.593108
중랑교동측,127.071015,37.592673
동부시장,127.077249,37.594213
동1로지하차도,127.080309,37.595010
상봉역,127.085542,37.596367
상봉지하차도,127.088090,37.597083
장안중학교,127.079892,37.599566
망우역,127.092806,37.598188
신내지하차도,127.097320,37.599231
망우사거리,127.100446,37.599881
망우리고개(서울-구리시계),127.115440,37.601614
동부제일병원,127.108284,37.600499
중화역,127.079502,37.601602
우리은행중화동지점,127.078760,37.605379
능산삼거리,127.101037,37.608387
월릉교동측,127.072322,37.615674
한국전력동부지점,127.078205,37.608254
먹골역,127.077465,37.612085
중랑공영차고지,127.101410,37.613820
신내IC,127.102592,37.616294
묵동교,127.076005,37.616597
묵동극동늘푸른아파트,127.076340,37.615540
경춘북로구리시계,127.106071,37.620405
용마한신아파트,127.093206,37.580624
사가정역,127.088479,37.580701
유수지주차장,127.083366,37.581134
중화중학교,127.094902,37.585917
면목사거리,127.084108,37.587602
면목역,127.087596,37.588393
중랑초교,127.073507,37.589139
동원사거리,127.093648,37.589750
겸재삼거리,127.097443,37.590568
상봉시장앞,127.086474,37.592694
혜원사거리,127.093218,37.594154
우림시장,127.100122,37.595576
상봉역(7호선),127.086001,37.594607
이화교동단,127.074248,37.601529
봉화삼거리,127.087154,37.602973
중화역입구대원사약국,127.077777,37.601581
태릉시장,127.078207,37.599366
중화초교,127.095938,37.602886
중랑경찰서,127.077077,37.605177
중랑구청사거리,127.095256,37.606903
신묵초교,127.076536,37.608055
동성아파트앞,127.096113,37.610336
먹골역입구,127.075801,37.611883
중랑소방서,127.095453,37.615385
묵동성심의원,127.079518,37.616702
봉화환승주차장,127.093430,37.616424
봉화산역,127.090624,37.617685
두산대림아파트,127.087809,37.618942
화랑대역,127.084435,37.620434
용마터널(서측),127.090736,37.580492
용마T/G,127.125365,37.575528
하월곡램프(북부간선도로),127.049277,37.606925
종암JC,127.034365,37.602874
정릉램프(내부순환로본선),127.000814,37.608065
길음램프(내부순환로),127.026376,37.603902
대광중고교,127.023162,37.578387
안암2교,127.024618,37.579329
보문역,127.019399,37.585338
안암동주민센터,127.021101,37.585973
안암역,127.029369,37.586311
보문사입구,127.017768,37.584707
경동고교입구,127.017851,37.587951
한성대입구역,127.006156,37.588485
성북세무서,127.010413,37.588383
보문2교,127.018956,37.588832
성북경찰서앞,127.015418,37.589967
성북경찰서,127.016951,37.590447
성북구청입구,127.013215,37.591813
성신여대입구역,127.016492,37.592683
성북파출소,126.999403,37.593240
서울사대부고앞,127.036277,37.593086
미아리고개,127.021404,37.596789
성북동서울아파트,126.989272,37.596455
미아리고개예술극장,127.021756,37.598138
아리랑고개,127.014031,37.600876
북악골프연습장,126.998017,37.601908
성북구민회관입구,127.006576,37.596490
아리랑고개입구,127.013262,37.603601
성북트리즘빌딩,127.038274,37.602580
생명의전화,127.037159,37.603707
길음역,127.025162,37.604280
정릉입구,127.011674,37.604575
봉국사,127.006800,37.606513
미아사거리,127.030367,37.609106
정릉3동주민센터앞,127.003921,37.607665
방천시장입구,127.035105,37.611594
고려대보건과학대학,127.001579,37.607921
석관동새마을금고,127.061227,37.606782
석관고교,127.067157,37.610431
석관중학교후문,127.067318,37.607251
정릉4동주민센터,127.007450,37.612833
석관지구대,127.062623,37.611003
부동산,127.047366,37.607843
장위초교,127.048987,37.613591
숭곡초교,127.033249,37.610623
장위동원천주유소,127.053405,37.614276
석계역,127.064853,37.614883
국민은행장위동지점,127.048987,37.613591
창문여고앞,127.037994,37.613055
광운대입구,127.056568,37.617493
장곡초교,127.048553,37.616029
중고재활용센타,127.049331,37.616791
북한산관리공단입구,126.998353,37.618065
북서울꿈의숲,127.044766,37.619579
정외과의원,127.050405,37.617491
박가네생고기,127.050749,37.617709
광운초교앞,127.053973,37.619759
월계2교,127.049609,37.624183
삼양입구사거리,127.029786,37.617141
송중동주민센터,127.033400,37.616537
코리아웨딩홀,127.028835,37.617168
삼양동사거리,127.021090,37.619478
미양초교,127.012026,37.620130
미아역,127.026201,37.626249
삼양시장,127.018411,37.624899
강북구장애인종합복지관,127.039395,37.628742
강북경찰서,127.028360,37.635045
한신대,127.013493,37.633825
수유1동주민센터,127.017763,37.631193
강북구민운동장,127.041560,37.630649
번동주공3단지,127.044086,37.628719
수유사거리,127.023293,37.634684
강북보건소,127.038735,37.632882
화계사입구,127.017501,37.634192
만능카종합공업사,127.018428,37.632081
원일빌딩,127.019433,37.634388
번동사거리,127.033857,37.635469
화계유치원,127.019433,37.634388
강북구선거관리위윈회,127.025585,37.634856
대한병원,127.023672,37.636169
우이초등학교,127.017194,37.637262
수유5동사무소,127.019545,37.635475
수유역,127.025612,37.637983
국립재활원앞,127.012197,37.639970
강북구청,127.027392,37.639633
우이초등교앞,127.016934,37.640810
광산사거리,127.022328,37.643229
국립재활원,127.009448,37.639485
국립4.19묘지,127.010480,37.647357
국립4.19묘지입구,127.014293,37.648271
아카데미하우스,127.001027,37.640344
청한빌라앞,127.013664,37.657850
우이동,127.012581,37.663189
효성인텔리안,127.023061,37.636246
도봉역,127.045485,37.680617
노원교(서단),127.049638,37.679355
도봉산역,127.045819,37.687393
시계(도봉로),127.044868,37.693661
창림초교,127.040588,37.641292
우이3교,127.036671,37.637134
수산트리플아파트,127.033663,37.640720
우이제3교(북단),127.036671,37.637134
태영데시앙아파트,127.033228,37.641513
번창교,127.031989,37.642614
우이교,127.031174,37.643132
도봉문화정보센터,127.044567,37.644337
한일병원,127.028002,37.645129
창동시장입구,127.033458,37.646525
녹천지하보차도,127.049137,37.645461
녹천역입구,127.052865,37.646075
녹천교서단,127.054810,37.645804
쌍문3파출소,127.025725,37.647265
창1동주민센터,127.043808,37.648105
창일중학교,127.047431,37.649460
정의여중입구,127.036335,37.651365
숭미초교,127.028718,37.650741
숭미파출소,127.025725,37.647265
도봉경찰서,127.053340,37.652911
창원초교,127.041555,37.651706
이마트,127.046667,37.651307
창동고등학교,127.037695,37.651419
창4동주민센터,127.051218,37.652386
농협창동유통센타,127.053322,37.654486
도봉보건소,127.039516,37.656712
선덕고교입구,127.027857,37.657730
창동운동장,127.049966,37.660014
삼익세라믹아파트,127.035118,37.658159
방학사거리,127.042466,37.662822
신동아아파트,127.027612,37.661811
성원아파트,127.034733,37.662556
서울문화고교,127.046619,37.662728
신한은행방학지점,127.037412,37.662882
방학동새마을금고,127.036067,37.664904
방학역,127.043178,37.667055
방학중학교,127.033403,37.667351
도봉중교,127.046477,37.671241
신도봉사거리,127.043890,37.671265
도봉한신아파트,127.050549,37.686139
신창교,127.039505,37.633275
초안교,127.041716,37.631513
쌍문초교,127.022869,37.649082
덕성여대기숙사,127.021790,37.649676
공릉역,127.073005,37.625619
태릉입구역,127.075674,37.617674
동부간선도로-월계로램프(8),127.064054,37.629705
월릉교서측,127.070710,37.613986
동부간선도로-월계로램프(1),127.064733,37.631706
서울과학기술대입구,127.071396,37.628938
하계지하보차도,127.069452,37.633221
하계역,127.068213,37.635968
월계1교서측,127.060807,37.634073
월계1교동측,127.062026,37.634419
노원구민회관,127.066978,37.638720
중계근린공원,127.065889,37.641140
녹천교,127.056904,37.645512
중원초교앞,127.064785,37.643593
중계역,127.063911,37.645532
당현초교(동부간선도로),127.056589,37.647234
